,date,identity,received,nb_received,sum_fee,spent,nb_spent
53,2016-01-01,BitZillions.com,5302276651.0,907.0,10468062.0,12950523612.0,363.0
54,2016-01-01,HappyCoins.com,1000000000.0,1.0,0.0,0.0,0.0
55,2016-01-01,CoinJar.com,3280121100.0,86.0,409080.0,4691103749.0,20.0
56,2016-01-01,175,3550784004.0,55.0,144250.0,545689623.0,10.0
57,2016-01-01,154,27587327.0,17.0,217910.0,32102411.0,7.0
58,2016-01-01,189,225677260.0,13.0,30000.0,33602808.0,3.0
59,2016-01-01,CoinMotion.com,95308423.0,13.0,29090.0,33958682.0,4.0
60,2016-01-01,Cryptonator.com,123198115.0,455.0,1022329.0,134630376.0,53.0
61,2016-01-01,641,1026117845.0,65.0,1180910.0,861197043.0,29.0
62,2016-01-01,131,63330771460.0,39.0,490000.0,60846679978.0,16.0
63,2016-01-01,CoinPayments.net,3477842612.0,544.0,2580530.0,3081990896.0,236.0
64,2016-01-01,139,150989059880.0,18.0,125251.0,151300227989.0,8.0
65,2016-01-01,FYBSG.com,588878945.0,15.0,42590.0,73288816.0,4.0
66,2016-01-01,67927,178775585.0,3.0,150000.0,288547585.0,3.0
67,2016-01-01,544,4442530000.0,33.0,170000.0,4708630000.0,17.0
68,2016-01-01,LocalBitcoins.com-old,158123629231.0,1940.0,0.0,0.0,0.0
69,2016-01-01,CoinGaming.io,6916646190.0,472.0,943570.0,7708397805.0,27.0
70,2016-01-01,35,226662349.0,67.0,965071.0,127478925.0,18.0
71,2016-01-01,227,224768611.0,175.0,449170.0,131212283.0,38.0
72,2016-01-01,162,18427411771.0,104.0,400000.0,40349102928.0,1.0
73,2016-01-01,69697250,24980050000.0,7.0,70000.0,27465720000.0,7.0
74,2016-01-01,7277,1314680.0,25.0,112020.0,1064680.0,5.0
75,2016-01-01,269,710973704.0,199.0,543140.0,1004843830.0,49.0
76,2016-01-01,126,9293002781.0,38.0,192936.0,9633109845.0,10.0
77,2016-01-01,5162,222090497.0,7.0,20090.0,223630820.0,2.0
78,2016-01-01,ePay.info,4663199594323.0,12455.0,41374248.0,4678235137248.0,1297.0
79,2016-01-01,1070,932610006.0,24.0,20000.0,6018777.0,2.0
80,2016-01-01,195,249241858.0,86.0,286327.0,297081706.0,1.0
81,2016-01-01,864,3986584900.0,54.0,136260.0,2434889976.0,12.0
82,2016-01-01,1567,1490968423.0,183.0,949928.0,1509033178.0,78.0
83,2016-01-01,BX.in.th,45778828238.0,564.0,2576260.0,52016309811.0,144.0
84,2016-01-01,Paymium.com,27610584551.0,16.0,200000.0,27248895294.0,2.0
85,2016-01-01,419,31576532.0,51.0,1930610.0,29617343.0,30.0
86,2016-01-01,54597475,188630615.0,5.0,30080.0,215196868.0,4.0
87,2016-01-01,354,7010959869.0,227.0,2573740.0,8288166978.0,18.0
88,2016-01-01,BitBargain.co.uk,7267759090.0,30.0,900000.0,4652076676.0,18.0
89,2016-01-01,Poloniex.com,31306965781.0,785.0,2420930.0,32731250101.0,203.0
90,2016-01-01,60,461624254184.0,352.0,872982.0,158241711633.0,120.0
91,2016-01-01,898,7515673895.0,29.0,480000.0,11535852336.0,24.0
92,2016-01-01,2230,306919338.0,14.0,100000.0,263002303.0,9.0
93,2016-01-01,YoBit.net,1715978768.0,217.0,1424020.0,1766396747.0,66.0
94,2016-01-01,Bit-x.com,569765420.0,34.0,80000.0,147044414.0,8.0
95,2016-01-01,HaoBTC.com,192682490051.0,403.0,9400000.0,177713767090.0,187.0
96,2016-01-01,61,18395710246.0,1444.0,3756340.0,15147145067.0,179.0
97,2016-01-01,252,9253183.0,27.0,520000.0,10400409.0,10.0
98,2016-01-01,57,5112842172.0,724.0,2340000.0,4062034220.0,213.0
99,2016-01-02,Bitcoin.de-old,588727510.0,52.0,145027.0,200781000.0,20.0
100,2016-01-02,821,9818793852.0,47.0,30000.0,88002720.0,3.0
101,2016-01-02,1805,9752365.0,8.0,20000.0,9432817.0,2.0
102,2016-01-02,777,367187029.0,54.0,120034.0,188377283.0,11.0
103,2016-01-02,35,483884756.0,72.0,1106450.0,719733400.0,21.0
104,2016-01-02,LocalBitcoins.com-old,213998499581.0,2248.0,0.0,0.0,0.0
105,2016-01-02,27914256,3504603278.0,21.0,950000.0,3505784792.0,19.0
106,2016-01-02,7277,775730.0,12.0,66020.0,633920.0,3.0
107,2016-01-02,CoinSpot.com.au,759312582.0,55.0,59598.0,681905541.0,12.0
108,2016-01-02,0,74802673443.0,18327.0,31484088.0,73037248244.0,1918.0
109,2016-01-02,SatoshiMines.com,1394263687.0,471.0,2784560.0,2109295104.0,132.0
110,2016-01-02,Bit-x.com,2352666710.0,53.0,188557.0,1720852953.0,11.0
111,2016-01-02,Bitstamp.net,661390696497.0,397.0,2821948.0,702469000397.0,116.0
112,2016-01-02,122,4398086051.0,55.0,187760.0,2635786414.0,18.0
113,2016-01-02,419,25959591.0,59.0,2095033.0,23674306.0,26.0
114,2016-01-02,396,67328803469.0,46.0,585000.0,71087075394.0,39.0
115,2016-01-02,131,47828326119.0,38.0,160000.0,50418643479.0,16.0
116,2016-01-02,54597475,514880.0,1.0,7520.0,2181547.0,1.0
117,2016-01-02,999Dice.com,6994491551.0,1115.0,4090000.0,7526034543.0,382.0
118,2016-01-02,PocketDice.io,411607071.0,282.0,780000.0,350342704.0,78.0
119,2016-01-02,1654888,75613231832.0,277.0,13750000.0,75332066492.0,275.0
120,2016-01-02,BitZillions.com,8903505039.0,1001.0,7055058.0,8777268469.0,322.0
121,2016-01-02,1567,1005847418.0,106.0,524900.0,1001694272.0,45.0
122,2016-01-02,238,1562525672.0,6.0,0.0,0.0,0.0
123,2016-01-02,CoinGaming.io,8112208939.0,396.0,1604120.0,9172989773.0,51.0
124,2016-01-02,Xapo.com,1099099183931.0,11760.0,17940000.0,1052742579348.0,1138.0
125,2016-01-02,139,147699552844.0,21.0,124222.0,136662032409.0,8.0
126,2016-01-02,343,194551865.0,10.0,20000.0,41696463.0,2.0
127,2016-01-02,CoinTrader.net,213998499581.0,2248.0,0.0,0.0,0.0
128,2016-01-02,189,157793337.0,19.0,46990.0,48209608.0,4.0
129,2016-01-02,154,139062255.0,23.0,643034.0,245050061.0,8.0
130,2016-01-02,Bitbond.com,1213585367.0,49.0,199999.0,705892088.0,18.0
131,2016-01-02,MoonBit.co.in,23854133984.0,116.0,42210000.0,24922613564.0,95.0
132,2016-01-02,37,7891655803.0,29.0,194965.0,7965273057.0,9.0
133,2016-01-02,898,6473864383.0,27.0,400000.0,8623783596.0,20.0
134,2016-01-02,162,4303430367.0,52.0,0.0,0.0,0.0
135,2016-01-02,SlushPool.com,17766338660.0,8.0,370480.0,28649062189.0,8.0
136,2016-01-02,1316,10928082812.0,47.0,310000.0,15155916339.0,18.0
137,2016-01-02,1391,142446916.0,29.0,89155.0,141887774.0,8.0
138,2016-01-02,252,2923675.0,9.0,80000.0,921638.0,2.0
139,2016-01-02,MercadoBitcoin.com.br,3868336497.0,576.0,1498310.0,3710000000.0,3.0
140,2016-01-02,1228047,175002729831.0,320.0,3636320.0,186368802597.0,320.0
141,2016-01-02,Poloniex.com,61546165316.0,964.0,2933170.0,39523304734.0,223.0
142,2016-01-02,641,1479351551.0,75.0,1693172.0,773682900.0,37.0
143,2016-01-02,269,656490486.0,205.0,388030.0,515328616.0,36.0
144,2016-01-02,292,88800798.0,64.0,201377.0,277578897.0,11.0
145,2016-01-02,SatoshiDice.com,1331745259.0,166.0,510000.0,2637952044.0,41.0
146,2016-01-02,16768780,1079680689.0,6.0,60000.0,1149209756.0,6.0
147,2016-01-02,60,72953870289.0,124.0,1269783.0,313565587015.0,114.0
148,2016-01-02,227,424330871.0,199.0,550850.0,542613266.0,49.0
149,2016-01-02,354,9536088021.0,243.0,3680757.0,11199801779.0,28.0
150,2016-01-02,BTCC.com,297530300523.0,674.0,1681532.0,303139735215.0,19.0
151,2016-01-02,5162,146045492.0,7.0,18480.0,146116157.0,2.0
152,2016-01-02,57,2520266439.0,806.0,3050101.0,4623375266.0,272.0
153,2016-01-02,1138,838889843.0,78.0,406533.0,1602636217.0,7.0
154,2016-01-02,1070,1195678636.0,24.0,140000.0,2637971059.0,14.0
155,2016-01-02,942,84942494.0,46.0,50000.0,25500012.0,5.0
156,2016-01-02,HappyCoins.com,500000000.0,1.0,40000.0,1499960000.0,2.0
157,2016-01-02,61,53297778447.0,1942.0,342787520.0,38722247256.0,265.0
158,2016-01-02,CoinPayments.net,1542377283.0,544.0,2300000.0,1570536800.0,230.0
159,2016-01-02,CoinJar.com,4466616246.0,85.0,436720.0,3092095289.0,23.0
160,2016-01-02,YoBit.net,528923795.0,274.0,1691140.0,546671684.0,74.0
161,2016-01-02,BTC-e.com,235415344030.0,2042.0,10100000.0,237061292874.0,101.0
162,2016-01-02,Cryptonator.com,325008994.0,855.0,4492573.0,279901730.0,75.0
163,2016-01-02,FYBSG.com,456158770.0,17.0,32570.0,574575640.0,3.0
164,2016-01-02,CoinMotion.com,327180359.0,14.0,26109.0,386287341.0,5.0
165,2016-01-02,Paymium.com,20536869321.0,22.0,100000.0,21025301843.0,1.0
166,2016-01-02,71554939,151631533373.0,357.0,17700000.0,150759404908.0,354.0
167,2016-01-02,Rollin.io,2475038640.0,241.0,1093530.0,2325993353.0,104.0
168,2016-01-02,195,497705768.0,172.0,567218.0,592446895.0,2.0
169,2016-01-02,2230,1085440932.0,12.0,110000.0,732462617.0,11.0
170,2016-01-02,700,113064442.0,36.0,260000.0,353900233.0,13.0
171,2016-01-02,421,63884581835.0,2280.0,11235000.0,63927318879.0,39.0
172,2016-01-02,4,97990210608.0,12221.0,29147770.0,89652458729.0,21.0
173,2016-01-02,16621,1643511657.0,115.0,385157.0,896568368.0,16.0
174,2016-01-02,864,3124951785.0,47.0,200000.0,3195677236.0,20.0
175,2016-01-02,833,1985545637.0,59.0,140000.0,2359290689.0,14.0
176,2016-01-02,289,7913512932.0,2385.0,1400000.0,14225291122.0,28.0
177,2016-01-02,523,2673778299.0,73.0,278850.0,2674649492.0,26.0
178,2016-01-02,SafeDice.com,76944509.0,13.0,30334.0,74248053.0,4.0
179,2016-01-02,HaoBTC.com,118568783045.0,453.0,12350000.0,119935677849.0,245.0
180,2016-01-02,348,2550127056.0,126.0,160415.0,3244366369.0,17.0
181,2016-01-02,ePay.info,4163232865495.0,18354.0,51773570.0,4259385626343.0,1516.0
182,2016-01-02,BitBargain.co.uk,4780853319.0,17.0,1150000.0,10492090470.0,23.0
183,2016-01-02,126,4656729321.0,71.0,445176.0,5315984145.0,26.0
184,2016-01-02,101,854558744.0,134.0,287164.0,997898062.0,57.0
185,2016-01-02,1215,54352484498.0,47.0,574950.0,157877550624.0,19.0
186,2016-01-02,Bitcoin.de,21647327644.0,357.0,931370.0,21620571863.0,58.0
187,2016-01-02,Vaultoro.com,14767919.0,22.0,90660.0,84721015.0,8.0
188,2016-01-02,AnxPro.com,213998499581.0,2248.0,13904002.0,635314108272.0,124.0
189,2016-01-02,69697250,19385580000.0,8.0,80000.0,21444930000.0,8.0
190,2016-01-02,107,207381376375.0,259.0,1740000.0,209602821775.0,87.0
191,2016-01-02,9749,3710000000.0,3.0,6302.0,2429993698.0,2.0
192,2016-01-02,175,444519376.0,61.0,157470.0,1926399921.0,10.0
193,2016-01-02,51,65714364.0,13.0,12492.0,22249174.0,2.0
194,2016-01-02,Matbea.com,7539763998.0,113.0,823290.0,6574525388.0,19.0
195,2016-01-02,BX.in.th,40773462986.0,518.0,2498200.0,47216883555.0,185.0
196,2016-01-02,544,9423080000.0,42.0,210000.0,9423080000.0,21.0
197,2016-01-02,469,281250000.0,29.0,580000.0,338720000.0,29.0
198,2016-01-02,67927,416234585.0,6.0,300000.0,789139585.0,6.0
199,2016-01-03,139,270269887055.0,29.0,316447.0,280580154190.0,20.0
200,2016-01-03,700,120836259.0,33.0,240000.0,5923765279.0,11.0
201,2016-01-03,419,13030273.0,26.0,111249.0,13019413.0,12.0
202,2016-01-03,Matbea.com,5777195699.0,150.0,1253130.0,5939603917.0,33.0
203,2016-01-03,396,109334721322.0,43.0,615000.0,114409771500.0,41.0
204,2016-01-03,51,56568628.0,10.0,13439.0,29462613.0,1.0
205,2016-01-03,162,13519425481.0,89.0,400000.0,14282782385.0,1.0
206,2016-01-03,154,164628477.0,22.0,185869.0,81960692.0,7.0
207,2016-01-03,AnxPro.com,328250763968.0,2511.0,13519353.0,931481330526.0,140.0
208,2016-01-03,1138,938114177.0,107.0,330290.0,884038394.0,7.0
209,2016-01-03,BitZillions.com,8603086309.0,1344.0,8587999.0,7601597159.0,397.0
210,2016-01-03,189,190350747.0,31.0,75890.0,154394693.0,7.0
211,2016-01-03,292,92549074.0,82.0,233280.0,40153939.0,7.0
212,2016-01-03,Bitcoin.de-old,1198926324.0,41.0,141644.0,94912122.0,16.0
213,2016-01-03,343,446812070.0,23.0,10000.0,9020880.0,1.0
214,2016-01-03,5162,258264101.0,7.0,19130.0,254590315.0,2.0
215,2016-01-03,348,16764718087.0,150.0,147600.0,17476464997.0,20.0
216,2016-01-03,1567,808827916.0,134.0,703321.0,831375195.0,56.0
217,2016-01-03,898,12052533949.0,41.0,580000.0,10707597898.0,29.0
218,2016-01-03,1805,72657191.0,16.0,66260.0,71896641.0,6.0
219,2016-01-03,BitBargain.co.uk,11514347487.0,50.0,1600000.0,8295292805.0,32.0
220,2016-01-03,864,5148133482.0,69.0,202520.0,5101043290.0,17.0
221,2016-01-03,MoonBit.co.in,13181407377.0,116.0,4500000.0,13324583107.0,86.0
222,2016-01-03,777,463638229.0,64.0,123435.0,658124525.0,10.0
223,2016-01-03,CoinMotion.com,547740313.0,18.0,57006.0,273936955.0,7.0
224,2016-01-03,Vaultoro.com,437039493.0,26.0,59980.0,693478240.0,5.0
225,2016-01-03,9749,9870000000.0,4.0,15986.0,11149984014.0,5.0
226,2016-01-03,469,330033000.0,18.0,360000.0,356843000.0,18.0
227,2016-01-03,1391,197573499.0,31.0,135468.0,212526624.0,10.0
228,2016-01-03,421,110853395724.0,3857.0,19040000.0,109204061491.0,41.0
229,2016-01-03,227,283952319.0,409.0,552090.0,238358981.0,35.0
230,2016-01-03,354,5929002042.0,220.0,2028094.0,6532362922.0,12.0
231,2016-01-03,Poloniex.com,50845963834.0,892.0,2406990.0,67998618489.0,184.0
232,2016-01-03,69697250,17173280000.0,9.0,100000.0,24641350000.0,9.0
233,2016-01-03,7277,700600.0,10.0,60000.0,611520.0,3.0
234,2016-01-03,544,10264600000.0,54.0,270000.0,10264600000.0,27.0
235,2016-01-03,641,692136884.0,80.0,992673.0,372672980.0,25.0
236,2016-01-03,16621,2813642565.0,215.0,320000.0,4832862086.0,22.0
237,2016-01-03,60,73807270737.0,154.0,1144769.0,91140553674.0,39.0
238,2016-01-03,CoinJar.com,4899985544.0,112.0,537920.0,5267516842.0,28.0
239,2016-01-03,CoinTrader.net,328250763968.0,2511.0,0.0,0.0,0.0
240,2016-01-03,101,1112226650.0,147.0,335907.0,1115488992.0,61.0
241,2016-01-03,1215,63996396420.0,49.0,1045650.0,78754592535.0,22.0
242,2016-01-03,131,22796609615.0,48.0,190000.0,23237956008.0,19.0
243,2016-01-03,HaoBTC.com,363672213292.0,558.0,15550000.0,379838113060.0,309.0
244,2016-01-03,107,131849728391.0,265.0,1720000.0,136388072280.0,86.0
245,2016-01-03,1654888,53757127694.0,274.0,13600000.0,54070395487.0,272.0
246,2016-01-03,YoBit.net,1769430540.0,371.0,1892740.0,1842246942.0,87.0
247,2016-01-03,HappyCoins.com,1000000000.0,2.0,40000.0,999960000.0,2.0
248,2016-01-03,61,25421761690.0,1918.0,6277120.0,48121180753.0,286.0
249,2016-01-03,195,414352211.0,167.0,567303.0,490058492.0,2.0
250,2016-01-03,523,4258044923.0,93.0,426660.0,4247803420.0,42.0
251,2016-01-03,126,4693024316.0,68.0,365762.0,4770386421.0,21.0
252,2016-01-03,FYBSG.com,2089421132.0,29.0,86650.0,1383703461.0,8.0
253,2016-01-03,942,77559611.0,50.0,470000.0,469684921.0,10.0
254,2016-01-03,SatoshiMines.com,3331371007.0,491.0,2746920.0,3957949109.0,115.0
255,2016-01-03,Xapo.com,871614171267.0,14644.0,19240000.0,919539973653.0,1218.0
256,2016-01-03,57,30131942203.0,712.0,2530000.0,30076446511.0,232.0
257,2016-01-03,SafeDice.com,101684582.0,22.0,72250.0,536871340.0,9.0
258,2016-01-03,71554939,119067729217.0,329.0,16250000.0,119683935674.0,324.0
259,2016-01-03,BTC-e.com,372522733283.0,1989.0,9900000.0,366130308726.0,99.0
260,2016-01-03,269,1141132694.0,192.0,468650.0,728154093.0,42.0
261,2016-01-03,1316,12732956195.0,43.0,110000.0,11800688890.0,11.0
262,2016-01-03,Rollin.io,1942871385.0,269.0,1103710.0,1337919656.0,105.0
263,2016-01-03,Bitbond.com,806891991.0,26.0,100000.0,968783999.0,10.0
264,2016-01-03,122,3951575348.0,49.0,171370.0,3456203512.0,14.0
265,2016-01-03,ePay.info,5398293430084.0,17211.0,64578794.0,5501278689387.0,1789.0
266,2016-01-03,1070,6125348.0,7.0,20000.0,168114211.0,2.0
267,2016-01-03,1228047,168979656958.0,315.0,3344032.0,158989578774.0,285.0
268,2016-01-03,SlushPool.com,25527168908.0,12.0,212440.0,10756460105.0,4.0
269,2016-01-03,Bitstamp.net,686889339320.0,376.0,2578909.0,731484248284.0,111.0
270,2016-01-03,Paymium.com,19473266192.0,15.0,200000.0,20002685758.0,2.0
271,2016-01-03,CoinPayments.net,2573790432.0,665.0,2791090.0,1677991730.0,279.0
272,2016-01-03,289,5413098959.0,1360.0,600000.0,5168708869.0,12.0
273,2016-01-03,238,2575308906.0,15.0,140000.0,2904872901.0,7.0
274,2016-01-03,67927,2930644925.0,27.0,1200000.0,2870989925.0,24.0
275,2016-01-03,Bit-x.com,1466651363.0,108.0,310000.0,1368078862.0,31.0
276,2016-01-03,BTCC.com,624650271944.0,833.0,1894511.0,326938504910.0,30.0
277,2016-01-03,27914256,18207769228.0,31.0,1450000.0,18202858410.0,29.0
278,2016-01-03,0,124774115013.0,21856.0,33283888.0,113653869239.0,2247.0
279,2016-01-03,CoinSpot.com.au,29353571.0,36.0,36679.0,533659453.0,12.0
280,2016-01-03,833,1521204312.0,93.0,140000.0,1573244737.0,14.0
281,2016-01-03,54597475,5627778.0,1.0,7520.0,7294445.0,1.0
282,2016-01-03,37,33999141287.0,26.0,120893.0,28590342104.0,6.0
283,2016-01-03,821,3281826729.0,49.0,125240.0,867624143.0,6.0
284,2016-01-03,CoinGaming.io,6709985046.0,345.0,497310.0,4312675518.0,22.0
285,2016-01-03,16768780,828616652.0,5.0,50000.0,881051603.0,5.0
286,2016-01-03,LocalBitcoins.com-old,328250763968.0,2511.0,0.0,0.0,0.0
287,2016-01-03,MercadoBitcoin.com.br,9276579820.0,1087.0,968710.0,9871388632.0,4.0
288,2016-01-03,PocketDice.io,923998777.0,298.0,860000.0,1216314140.0,84.0
289,2016-01-03,Cryptonator.com,441772453.0,1288.0,2595286.0,398076406.0,93.0
290,2016-01-03,35,920986511.0,73.0,777674.0,292611610.0,23.0
291,2016-01-03,175,6211111394.0,84.0,285360.0,2170197129.0,23.0
292,2016-01-03,2230,410046803.0,13.0,140000.0,451736953.0,12.0
293,2016-01-03,SatoshiDice.com,3355585602.0,139.0,610000.0,5203851716.0,49.0
294,2016-01-03,4,83705564900.0,9942.0,29955659.0,57183426167.0,99.0
295,2016-01-03,Bitcoin.de,12046916341.0,342.0,4528160.0,16992909152.0,56.0
296,2016-01-03,999Dice.com,27737867685.0,993.0,3490000.0,6520719498.0,324.0
297,2016-01-03,BX.in.th,64704378942.0,824.0,3577200.0,74961085138.0,204.0
298,2016-01-04,122,2134613616.0,52.0,223920.0,5161679621.0,20.0
299,2016-01-04,61,22966566043.0,1810.0,9015340.0,63905885866.0,252.0
300,2016-01-04,343,2570117288.0,75.0,10000.0,4799640.0,1.0
301,2016-01-04,BitZillions.com,7269932817.0,1330.0,8589092.0,7014734472.0,394.0
302,2016-01-04,421,97904036779.0,4734.0,23430000.0,96595892862.0,48.0
303,2016-01-04,9749,25471693398.0,13.0,93160.0,25471600238.0,10.0
304,2016-01-04,354,5977026952.0,238.0,1492310.0,5592927891.0,14.0
305,2016-01-04,BitBargain.co.uk,17044029036.0,60.0,1900000.0,15526612657.0,38.0
306,2016-01-04,1391,168581921.0,33.0,95662.0,153319429.0,9.0
307,2016-01-04,BTC-e.com,357794379375.0,2295.0,11500000.0,349887727384.0,115.0
308,2016-01-04,523,2974071372.0,102.0,462980.0,2973608392.0,46.0
309,2016-01-04,289,8519978045.0,746.0,2100000.0,1783873442.0,42.0
310,2016-01-04,348,9420471934.0,164.0,144445.0,4431076552.0,21.0
311,2016-01-04,CoinPayments.net,3075613947.0,600.0,3492030.0,5940141887.0,255.0
312,2016-01-04,5162,285692673.0,6.0,19120.0,292751575.0,2.0
313,2016-01-04,195,644657431.0,205.0,582535.0,615960851.0,2.0
314,2016-01-04,Paymium.com,24436739982.0,27.0,500000.0,24066339637.0,5.0
315,2016-01-04,Xapo.com,847952495265.0,11494.0,18840000.0,854929080032.0,1170.0
316,2016-01-04,238,2102382527.0,6.0,40000.0,701499610.0,2.0
317,2016-01-04,CoinMotion.com,397790287.0,15.0,48750.0,520565048.0,8.0
318,2016-01-04,Bitcoin.de-old,909242791.0,45.0,286841.0,3134515290.0,23.0
319,2016-01-04,57,25168304745.0,724.0,2300000.0,13084667455.0,212.0
320,2016-01-04,162,41255005715.0,136.0,800000.0,51560325324.0,2.0
321,2016-01-04,71554939,100939608557.0,488.0,24200000.0,101395817161.0,484.0
322,2016-01-04,469,688065000.0,36.0,720000.0,741965000.0,36.0
323,2016-01-04,1228047,259280520512.0,503.0,5354464.0,265163514799.0,483.0
324,2016-01-04,Poloniex.com,28857278304.0,1094.0,2926510.0,33495831968.0,212.0
325,2016-01-04,1138,1072305819.0,105.0,142225.0,488407148.0,13.0
326,2016-01-04,1070,2292063549.0,36.0,210000.0,3443526760.0,21.0
327,2016-01-04,Cryptonator.com,314313224.0,611.0,5530271.0,360074369.0,102.0
328,2016-01-04,BX.in.th,66962898361.0,792.0,2917400.0,71418951347.0,173.0
329,2016-01-04,YoBit.net,1639551737.0,272.0,2105580.0,1901918960.0,78.0
330,2016-01-04,16768780,1189583802.0,6.0,50000.0,838651275.0,5.0
331,2016-01-04,35,1769517798.0,85.0,1217057.0,576172279.0,30.0
332,2016-01-04,126,12858032889.0,63.0,355072.0,13281148754.0,22.0
333,2016-01-04,MoonBit.co.in,10851969823.0,102.0,4150000.0,10518672605.0,72.0
334,2016-01-04,MercadoBitcoin.com.br,17747837316.0,725.0,2676750.0,17571000002.0,6.0
335,2016-01-04,252,10481268.0,27.0,360000.0,10457694.0,9.0
336,2016-01-04,Rollin.io,2002368737.0,235.0,940670.0,1779813263.0,90.0
337,2016-01-04,16621,280944785.0,88.0,811000.0,418554706.0,30.0
338,2016-01-04,641,3093914.0,3.0,0.0,0.0,0.0
339,2016-01-04,PocketDice.io,473798276.0,288.0,1210000.0,1054915901.0,121.0
340,2016-01-04,833,1874698751.0,100.0,200000.0,1945856299.0,20.0
341,2016-01-04,999Dice.com,8500786667.0,812.0,3720000.0,5618728325.0,361.0
342,2016-01-04,292,33841404.0,58.0,231699.0,106362425.0,12.0
343,2016-01-04,1654888,68337581302.0,275.0,13600000.0,68250758804.0,272.0
